FID_,COMID,EVENTDATE,REACHCODE,REACHSMDAT,REACHRESOL,FEATURECOM,FEATURECLA,SOURCE_ORI,SOURCE_DAT,SOURCE_FEA,FEATUREDET,MEASURE,OFFSET,EVENTTYPE,AGENCY_CD,STATION_NM,STATE_CD,STATE,SITESTATUS,DA_SQ_MILE,LON_SITE,LAT_SITE,LON_NHD,LAT_NHD,NHD2GAGE_D,REVIEWED,BFIYRS,BFI_AVE,BFI_STDEV,GOTBFI,DAY1,DAYN,NDAYS,NDAYSGT0,MIN_,P1,P5,P10,P20,P25,P30,P40,P50,P60,P70,P75,P80,P90,P95,P99,MAX_,AVE,STDEV_,GOTQ,HUC,HUC_REG,SUBREGION,ACCOUNTING
NA,0,11/21/2006 0:00:00,17050112000086,NA,medium,0,0,"USGS, Water Resources Division",NA,13195500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13195500,10.405915,0,StreamGage,USGS,MOORE CREEK AB GRANITE CREEK NR IDAHO CITY ID,16,ID,I,37,-115.785161,43.837566,-115.785245,43.837505,9.612,Y,2,0.641,0.083,1,19390120,19410930,985,985,1.1,1.2,2,2.4,3.2,4.5,6.2,9.1,11,13,20,28.5,40,86,115.4,153.28,218,26.352,36.294,1,17050112,17,1705,170501
NA,0,11/21/2006 0:00:00,17040101000108,NA,medium,0,0,"USGS, Water Resources Division",NA,13012000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13012000,16.438304,0,StreamGage,USGS,BUFFALO FORK NR MORAN WY,56,WY,I,378,-110.509094,43.836053,-110.509094,43.836051,0.128,Y,16,0.719,0.088,1,19170709,19600930,6024,6024,90,105,120,130,140,150,160,180,217,283,420,589.75,899,1840,2597.5,3750,5840,607.613,834.779,1,17040101,17,1704,170401
NA,0,11/21/2006 0:00:00,17040204001165,NA,medium,0,0,"USGS, Water Resources Division",NA,13055340,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13055340,57.153912,0,StreamGage,USGS,SOUTH FORK TETON RIVER NR REXBURG ID,16,ID,A,-999999,-111.777777,43.835,-111.77802200000001,43.835193,29.184,Y,18,0.607,0.103,1,19821001,20040930,6885,6668,0,0,7.9,30,65,82,95,121,152,186,220,242,294,599.8,1210,2151.4,3410,271.498,406.162,1,17040204,17,1704,170402
NA,0,11/21/2006 0:00:00,17090002000028,NA,medium,0,0,"USGS, Water Resources Division",NA,14157000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14157000,39.147458,0,StreamGage,USGS,COAST FK WILLAMETTE R AT SAGINAW OREG.,41,OR,I,529,-123.042858,43.834567,-123.042602,43.834564,20.475,Y,27,0.426,0.063,1,19231001,19510930,9862,9862,15,31,44,60,108,139,173,330,540,820,1230,1470,1780,3000,4660,9930,26800,1216.849,1953.404,1,17090002,17,1709,170900
NA,0,11/21/2006 0:00:00,17050112000450,NA,medium,0,0,"USGS, Water Resources Division",NA,13196000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13196000,6.889182,0,StreamGage,USGS,GRANITE CREEK NR IDAHO CITY ID,16,ID,I,4.8,-115.786347,43.828786,-115.786543,43.828876,18.651,Y,2,0.696,0.004,1,19390116,19410930,989,989,0.28,0.3,0.35,0.38,0.48,0.53,0.57,0.7,0.82,0.94,1.3,1.7,2.5,3.2,4.6,7.31,12,1.442,1.534,1,17050112,17,1705,170501
NA,0,11/21/2006 0:00:00,17040218000355,NA,medium,0,0,"USGS, Water Resources Division",NA,13129800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13129800,98.363899,0,StreamGage,USGS,ALDER CREEK BL SOUTH FORK NR MACKAY ID,16,ID,I,27.6,-113.600411,43.827091,-113.600633,43.827423,41.074,Y,2,0.822,0.069,1,19660811,19680930,782,782,2.3,2.6,2.815,3.5,4.2,4.7,4.7,5.2,5.8,8.3,11,12,16,36,62.55,90.51,133,13.663,18.902,1,17040218,17,1704,170402
NA,0,11/21/2006 0:00:00,17040203000045,NA,medium,0,0,"USGS, Water Resources Division",NA,13056500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13056500,89.284878,0,StreamGage,USGS,HENRYS FORK NR REXBURG ID,16,ID,A,2920,-111.905,43.825833,-111.904495,43.825786,40.776,Y,95,0.83,0.045,1,19090401,20040930,34882,34882,183,447,721,940,1240,1330,1400,1570,1720,1900,2160,2330,2510,3677,5240,8050,79000,2107.313,1527.188,1,17040203,17,1704,170402
NA,0,11/21/2006 0:00:00,17070301000979,NA,medium,0,0,"USGS, Water Resources Division",NA,14051000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14051000,59.687668,0,StreamGage,USGS,"CULTUS CR AB CRANE PRAIRIE RES NR LA PINE,OREG.",41,OR,I,33.2,-121.823919,43.821229,-121.823913,43.821231,0.564,Y,54,0.723,0.138,1,19231001,19910930,19724,18230,0,0,0,0.1,1,2.1,3.7,8,12,17,23,27,33,58,83,137,300,21.836,29.536,1,17070301,17,1707,170703
NA,0,11/21/2006 0:00:00,17050122000192,NA,medium,0,0,"USGS, Water Resources Division",NA,13248000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13248000,85.969152,0,StreamGage,USGS,SHAFER CREEK NR HORSESHOE BEND ID,16,ID,I,28,-116.168769,43.818188,-116.168855,43.818249,9.6,Y,0,0,0,0,19111115,19120930,321,321,1.2,1.222,1.6,1.8,2.04,2.3,3.06,5.8,11,16,28.8,48.5,77.2,104,123,156,214,32.21,43.346,1,17050122,17,1705,170501
NA,0,11/21/2006 0:00:00,17070301000977,NA,medium,0,0,"USGS, Water Resources Division",NA,14050500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14050500,39.390456,0,StreamGage,USGS,"CULTUS RIVER AB CULTUS CR NR LA PINE,OREG.",41,OR,I,16.5,-121.795585,43.818173,-121.795944,43.818122,29.276,Y,57,0.987,0.011,1,19221001,19910930,20819,20819,26,32,37,40,46,48,50,54,58,64,70,74,80,90,98,115,177,62.256,19.572,1,17070301,17,1707,170703
NA,0,11/21/2006 0:00:00,17050112000296,NA,medium,0,0,"USGS, Water Resources Division",NA,13197500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13197500,12.427549,0,StreamGage,USGS,PINE CREEK NR IDAHO CITY ID,16,ID,I,6.5,-115.808013,43.816569,-115.808029,43.816616,5.343,Y,1,0.331,-999999,1,19390116,19400216,394,394,0.07,0.07,0.07,0.1,0.17,0.2,0.24,0.31,0.38,0.5,0.61,0.65,0.69,1.55,7.15,10.05,11,0.98,2.063,1,17050112,17,1705,170501
NA,0,11/21/2006 0:00:00,17070301000236,NA,medium,0,0,"USGS, Water Resources Division",NA,14050000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14050000,72.397821,0,StreamGage,USGS,"DESCHUTES RIVER BL SNOW CR NR LA PINE,OREG.",41,OR,I,132,-121.776974,43.814006,-121.777145,43.813976,14.127,Y,54,0.989,0.004,1,19371001,19910930,19723,19723,55,59,74,80,86,90,94,105,123,142,169,185,204,253,298,386,476,146.775,73.876,1,17070301,17,1707,170703
NA,0,11/21/2006 0:00:00,17050112000296,NA,medium,0,0,"USGS, Water Resources Division",NA,13197000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13197000,58.81775,0,StreamGage,USGS,PINE CREEK AB BARRY PLACER DIV NR IDAHO CITY ID,16,ID,I,6.1,-115.803486,43.807638,-115.803619,43.807716,13.74,Y,1,0.458,-999999,1,19400213,19410930,596,596,0.04,0.05,0.06,0.11,0.16,0.168,0.19,0.32,0.47,0.66,0.936,1.175,1.6,2.6,4.33,13.06,27,1.174,2.293,1,17050112,17,1705,170501
NA,0,11/21/2006 0:00:00,17090004000074,NA,medium,0,0,"USGS, Water Resources Division",NA,14164000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14164000,47.813513,0,StreamGage,USGS,"MCKENZIE RIVER NEAR SPRINGFIELD, OREG.",41,OR,I,1066,-122.830355,44.055404,-122.830024,44.055976,69.094,Y,9,0.749,0.044,1,19051101,19150331,3438,3438,1420,1510,1790,1930,2180,2350,2550,3220,3800,4280,4830,5270,5720,7240,9460,17800,53500,4457.094,3463.917,1,17090004,17,1709,170900
NA,0,11/21/2006 0:00:00,17050112000082,NA,medium,0,0,"USGS, Water Resources Division",NA,13196500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13196500,18.022989,0,StreamGage,USGS,BANNOCK CREEK NR IDAHO CITY ID,16,ID,I,5.75,-115.775102,43.807283,-115.775367,43.807146,26.124,Y,23,0.738,0.102,1,19390201,19711102,8707,8707,0.12,0.19,0.3,0.4,0.5,0.6,0.6,0.71,0.9,1.1,1.7,2.2,2.9,5,8.76,18,40,2.17,3.443,1,17050112,17,1705,170501
NA,0,11/21/2006 0:00:00,17070301000263,NA,medium,0,0,"USGS, Water Resources Division",NA,14052000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14052000,23.737878,0,StreamGage,USGS,"DEER CR AB CRANE PRAIRIE RES NR LA PINE,OREG.",41,OR,I,21.5,-121.839474,43.80484,-121.839454,43.804862,2.985,Y,53,0.618,0.113,1,19240401,19910930,19541,18543,0,0,0,0.1,0.2,0.3,0.5,1.3,2.5,4.5,6.9,8.6,11,21,34,58,108,7.304,11.82,1,17070301,17,1707,170703
NA,0,11/21/2006 0:00:00,17090001000082,NA,medium,0,0,"USGS, Water Resources Division",NA,14148000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14148000,80.975889,0,StreamGage,USGS,"MF WILLAMETTE RIVER BLW N FORK, NR OAKRIDGE, OR.",41,OR,A,924,-122.560887,43.801235,-122.560371,43.801212,41.474,Y,56,0.682,0.057,1,19110301,20040930,20762,20762,340,510,618,728,901,1020,1160,1572,2000,2490,3120,3480,3930,5427,7058.5,12900,60300,2731.651,2717.504,1,17090001,17,1709,170900
NA,0,11/21/2006 0:00:00,17050114000421,NA,medium,0,0,"USGS, Water Resources Division",NA,13213072,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13213072,24.623489,0,StreamGage,USGS,SAND RUN GULCH NR PARMA ID,16,ID,I,-999999,-116.97571,43.799606,-116.975868,43.79956,13.595,Y,2,0.902,0.002,1,19790801,19810930,792,792,46,51,53,57,62,65,72,79,96,110,120,125.75,130,141,153,173.21,224,97.356,33.607,1,17050114,17,1705,170501
NA,0,11/21/2006 0:00:00,17040218000092,NA,medium,0,0,"USGS, Water Resources Division",NA,13132000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13132000,16.563357,0,StreamGage,USGS,BIG LOST RIVER NR MOORE ID,16,ID,I,1310,-113.364732,43.797124,-113.364906,43.797122,13.928,Y,6,0.764,0.07,1,19191118,19260930,2369,2369,12,14,25,32,49,57,63,77,88,97,122,131,143,246,398,704,1300,124.777,142.529,1,17040218,17,1704,170402
NA,0,11/21/2006 0:00:00,17070301000208,NA,medium,0,0,"USGS, Water Resources Division",NA,14057500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14057500,99.799529,0,StreamGage,USGS,"FALL RIVER NEAR LA PINE,OREG.",41,OR,I,45.1,-121.572805,43.796507,-121.572994,43.795914,67.841,Y,53,0.997,0.001,1,19380701,19910930,19450,19450,77,80,96,105,116,120,127,139,147,155,165,171,175,187,200,221,244,146.544,32.225,1,17070301,17,1707,170703
NA,0,11/21/2006 0:00:00,17040203000230,NA,medium,0,0,"USGS, Water Resources Division",NA,13047800,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13047800,24.654852,0,StreamGage,USGS,NF SQUIRREL CREEK NR SQUIRREL ID,16,ID,I,2.4,-111.186111,44.050997,-111.020148,44.050912,13253.049,Y,6,0.608,0.048,1,19611001,19671114,2236,2236,0.7,1.2,1.6,1.8,2.3,2.7,3,3.6,4.55,6.2,8,9.3,12,19,27,70.52,140,8.754,12.384,1,17040203,17,1704,170402
NA,0,11/21/2006 0:00:00,17040204000715,NA,medium,0,0,"USGS, Water Resources Division",NA,13054500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13054500,36.733061,0,StreamGage,USGS,CANYON CREEK NR NEWDALE ID,16,ID,I,68,-111.438838,43.793244,-111.438633,43.793219,16.661,Y,2,0.607,0.095,1,19200329,19390701,1045,1045,2,4,6,9,13,14,16,19,26,42.6,74,99,130,219.6,304,366.24,457,73.682,92.992,1,17040204,17,1704,170402
NA,0,11/21/2006 0:00:00,17070301000747,NA,medium,0,0,"USGS, Water Resources Division",NA,14069500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14069500,94.566376,0,StreamGage,USGS,"NORTH CANAL NEAR BEND,OREG.",41,OR,I,-999999,-121.312254,44.077617,-121.31092,44.078098,119.201,Y,14,0.927,0.013,1,19751001,19900930,5114,2988,0,0,0,0,0,0,0,0,248,397,464,483.25,499,530,552,579,592,245.378,229.232,1,17070301,17,1707,170703
NA,0,11/21/2006 0:00:00,17050122000423,NA,medium,0,0,"USGS, Water Resources Division",NA,13250600,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13250600,10.1881,0,StreamGage,USGS,BIG WILLOW CREEK NR EMMETT ID,16,ID,I,47.4,-116.485536,44.074702,-116.485548,44.074628,8.308,Y,20,0.466,0.14,1,19611101,19820930,7639,7639,1.4,2.4,3.1,3.7,4.5,4.9,5.3,6.1,6.8,8.7,15,21,29,58,97,286,1420,24.855,58.396,1,17050122,17,1705,170501
NA,0,11/21/2006 0:00:00,17090002000096,NA,medium,0,0,"USGS, Water Resources Division",NA,14155500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14155500,45.228043,0,StreamGage,USGS,"ROW RIVER NEAR COTTAGE GROVE, OR",41,OR,A,270,-122.991465,43.792901,-122.99147,43.792968,7.541,Y,62,0.389,0.067,1,19390101,20040930,22919,22919,0.2,29,66,97,136,181,197,247,380,525,705,850,1040,1810,2920,4920,15800,741.022,1010.166,1,17090002,17,1709,170900
NA,0,11/21/2006 0:00:00,17040101000096,NA,medium,0,0,"USGS, Water Resources Division",NA,13012500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13012500,4.592419,0,StreamGage,USGS,SPREAD CREEK NR MORAN WY,56,WY,I,101,-110.537428,43.790773,-110.53775,43.79037,51.754,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17040101,17,1704,170401
NA,0,11/21/2006 0:00:00,17040201001126,NA,medium,0,0,"USGS, Water Resources Division",NA,13056600,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13056600,96.752968,0,StreamGage,USGS,TEXAS SLOUGH NR REXBURG ID,16,ID,I,-999999,-111.896357,43.787966,-111.896156,43.787818,23.028,Y,4,0.895,0.046,1,19850509,19890630,1514,1514,26,26,28,34,39,42,45,60,87,150,186.5,202.25,219,247,268.25,303.25,319,122.233,86.261,1,17040204,17,1704,170402
NA,0,11/21/2006 0:00:00,17090004000078,NA,medium,0,0,"USGS, Water Resources Division",NA,14163900,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14163900,74.33231,0,StreamGage,USGS,"MCKENZIE RIVER NEAR WALTERVILLE, OR",41,OR,A,1081,-122.771187,44.069849,-122.771194,44.07032,52.509,Y,15,0.624,0.081,1,19891001,20040930,5479,5479,499,604.8,913,1060,1110,1150,1220,1420,1730,2220,3050,3620,4210,6380,9750,14600,44600,2978.501,3055.651,1,17090004,17,1709,170900
NA,0,11/21/2006 0:00:00,17090002000545,NA,medium,0,0,"USGS, Water Resources Division",NA,14155000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14155000,8.72133,0,StreamGage,USGS,"DORENA LAKE NEAR COTTAGE GROVE,OREG.",41,OR,I,265,-122.955352,43.785956,-122.954205,43.786513,110.928,Y,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17090002,17,1709,170900
NA,0,11/21/2006 0:00:00,17040219000259,NA,medium,0,0,"USGS, Water Resources Division",NA,13135500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13135500,5.912846,0,StreamGage,USGS,BIG WOOD RIVER NR KETCHUM ID,16,ID,I,137,-114.425054,43.786296,-114.425178,43.786201,14.545,Y,23,0.773,0.066,1,19480601,19711111,8564,8564,18,33,40,44,50,52,56,63,72,85,119,161,229,465,671,1083.5,1510,167.736,220.471,1,17040219,17,1704,170402
NA,0,11/21/2006 0:00:00,17050116000248,NA,medium,0,0,"USGS, Water Resources Division",NA,13214000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13214000,68.387238,0,StreamGage,USGS,"MALHEUR RIVER NEAR DREWSEY, OR",41,OR,I,910,-118.331587,43.784602,-118.331466,43.784626,10.021,Y,68,0.627,0.09,1,19261001,19941024,24861,24686,0,0.5,2.4,6,17,25,34,52,67,88,132,177,242,498,829,1640,6910,186.956,348.025,1,17050116,17,1705,170501
NA,0,11/21/2006 0:00:00,17100303000352,NA,medium,0,0,"USGS, Water Resources Division",NA,14323100,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14323100,86.554697,0,StreamGage,USGS,"SMITH RIVER NEAR GARDINER, OREGON",41,OR,I,206,-123.815103,43.784562,-123.814979,43.784046,58.452,Y,7,0.312,0.05,1,19651001,19730630,2830,2830,4.9,7.5,9.5,16,34,47,66,123.4,216,374,597.4,760,998,1920,3209,7728.3,16400,735.196,1445.074,1,17100303,17,1710,171003
NA,0,11/21/2006 0:00:00,17050114000073,NA,medium,0,0,"USGS, Water Resources Division",NA,13212995,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13212995,1.349668,0,StreamGage,USGS,BOISE R DIVERSIONS FROM AT BOISE TO NR PARMA GAGES,16,ID,I,-999999,-116.972376,43.78155,-116.972595,43.78157,17.643,N,9,0.92,0.028,1,19731001,19830930,3477,1917,0,0,0,0,0,0,0,0,790,1500,1890,2040,2150,2310,2381,2540,2660,982.036,991.858,1,17050114,17,1705,170501
NA,0,11/21/2006 0:00:00,17090003000248,NA,medium,0,0,"USGS, Water Resources Division",NA,14166500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14166500,71.926743,0,StreamGage,USGS,"LONG TOM RIVER NEAR NOTI, OREG.",41,OR,A,89.3,-123.426209,44.049844,-123.4262,44.04985,0.948,Y,69,0.509,0.064,1,19351001,20040930,25203,25203,0.04,6.6,11,15,21,25,33,55,91,146,223,273,338,580,898.8,1870,5850,229.075,381.316,1,17090003,17,1709,170900
NA,0,11/21/2006 0:00:00,17050114000073,NA,medium,0,0,"USGS, Water Resources Division",NA,13213000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13213000,1.349668,0,StreamGage,USGS,BOISE RIVER NR PARMA ID,16,ID,A,3970,-116.972777,43.781666,-116.972595,43.78157,18.153,Y,28,0.832,0.072,1,19710826,20040930,10264,10264,66,181.3,337,498.5,662,718,756,827,911,1010,1160,1340,1910,4815,6660,7433.5,9140,1647.63,1830.833,1,17050114,17,1705,170501
NA,0,11/21/2006 0:00:00,17050114000073,NA,medium,0,0,"USGS, Water Resources Division",NA,13212996,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13212996,1.349668,0,StreamGage,USGS,DIV FR BOISE R BTW AT GLENWOOD AND NR PARMA GAGES,16,ID,A,-999999,-116.972376,43.78155,-116.972595,43.78157,17.643,N,13,0.906,0.036,1,19821001,20040930,4985,4598,0,0,0,70,741.4,928,1100,1250,1400,1490,1570,1600,1640,1700,1750,1920,2050,1183.431,562.756,1,17050114,17,1705,170501
NA,0,11/21/2006 0:00:00,17040204000727,NA,medium,0,0,"USGS, Water Resources Division",NA,13052200,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13052200,59.891016,0,StreamGage,USGS,TETON RIVER AB SOUTH LEIGH CREEK NR DRIGGS ID,16,ID,A,335,-111.209166,43.781388,-111.209228,43.78128,13.067,Y,43,0.847,0.041,1,19611001,20040930,15706,15706,60,120,150,170,200,212,225,258,297,348,408,444.25,500,733.3,1040,1650,2960,393.667,304.86,1,17040204,17,1704,170402
NA,0,11/21/2006 0:00:00,17090004000164,NA,medium,0,0,"USGS, Water Resources Division",NA,14159200,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14159200,61.829384,0,StreamGage,USGS,SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR,41,OR,A,160,-122.217824,44.047067,-122.218127,44.047479,52.02,Y,34,0.721,0.057,1,19571001,20040930,12418,12418,173,184,203,217,244,260,281,360,475,593,720,795,889,1190,1520,2718.1,14000,627.097,578.67,1,17090004,17,1709,170900
NA,0,11/21/2006 0:00:00,17050117000092,NA,medium,0,0,"USGS, Water Resources Division",NA,13219000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13219000,74.385951,0,StreamGage,USGS,"MALHEUR RIVER NEAR NAMORF, OREG.",41,OR,I,2590,-117.767679,43.783213,-117.767372,43.780914,257.642,Y,13,0.716,0.114,1,19130524,19290930,5000,5000,12,23,37.05,60,85,98,109,139,184,276,362.7,409.5,483.2,833,1409.5,2430,6580,366.97,490.728,1,17050117,17,1705,170501
NA,0,11/21/2006 0:00:00,17050110000494,NA,medium,0,0,"USGS, Water Resources Division",NA,13184000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13184000,86.407354,0,StreamGage,USGS,"OWYHEE RIVER AT OWYHEE, OREG.",41,OR,I,11300,-117.06766,43.77766,-117.066062,43.776348,194.514,Y,32,0.595,0.115,1,18900326,19860930,11768,11761,0,2.5,8,22,51,61,81,140,222,380,810.7,1190,1700,3820,5920,11600,25500,1212.825,2353.237,1,17050110,17,1705,170501
NA,0,11/21/2006 0:00:00,17100205000096,NA,medium,0,0,"USGS, Water Resources Division",NA,14306400,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14306400,94.701974,0,StreamGage,USGS,"FIVE RIVERS NR FISHER, OREG.",41,OR,I,114,-123.82761,44.337342,-123.827339,44.337451,24.774,Y,26,0.448,0.053,1,19601001,19900930,9496,9496,18,24,29,35,50,61,79,130,221.5,342,516,631,800,1410,2100,4290.3,12800,538.2,870.331,1,17100205,17,1710,171002
NA,0,11/21/2006 0:00:00,17050121000164,NA,medium,0,0,"USGS, Water Resources Division",NA,13237700,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13237700,28.78079,0,StreamGage,USGS,CONTROL CREEK NR SMITHS FERRY ID,16,ID,I,0.59,-115.806038,44.337186,-115.806168,44.337166,10.556,Y,4,0.649,0.149,1,19631001,19670930,1461,1461,0.03,0.04,0.06,0.07,0.1,0.1,0.12,0.14,0.16,0.21,0.36,0.44,0.6,1.3,1.99,5.8,12,0.502,0.977,1,17050121,17,1705,170501
NA,0,11/21/2006 0:00:00,17090004000309,NA,medium,0,0,"USGS, Water Resources Division",NA,14158700,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14158700,93.54556,0,StreamGage,USGS,"MCKENZIE RIVER NR BELKNAP SPRINGS, OREG.",41,OR,I,146,-122.006727,44.337343,-122.006713,44.336967,41.93,Y,5,0.928,0.036,1,19571001,19620930,1826,1826,360,367,398,411,444,462,484,538,578,624,696,752,803,925,1050,1397.3,2480,632.686,224.906,1,17090004,17,1709,170900
NA,0,11/21/2006 0:00:00,17090004000315,NA,medium,0,0,"USGS, Water Resources Division",NA,14158790,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14158790,26.161935,0,StreamGage,USGS,"SMITH R AB SMITH R RES NR BELKNAP SPRGS,OREG.",41,OR,A,16.2,-122.047007,44.334566,-122.047149,44.334465,16.003,Y,44,0.491,0.079,1,19601001,20040930,16071,16071,2.5,3.3,4.1,4.9,7.6,10,15,32,53,74,102,120,142,211,304.4,580,2590,89.042,120.459,1,17090004,17,1709,170900
NA,0,11/21/2006 0:00:00,17070304000204,NA,medium,0,0,"USGS, Water Resources Division",NA,14078500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14078500,34.088342,0,StreamGage,USGS,"N FK CROOKED R AB DEEP CREEK, OREG.",41,OR,I,159,-120.084438,44.333192,-120.083839,44.331127,235.098,Y,11,0.501,0.086,1,19431001,19540930,4018,4018,0.5,0.5,1,1.5,2.2,3.2,4.3,8,15,31,65,98,148.2,305.2,500,850,1600,96.941,183.917,1,17070304,17,1707,170703
NA,0,11/21/2006 0:00:00,17050124000371,NA,medium,0,0,"USGS, Water Resources Division",NA,13268500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13268500,10.549077,0,StreamGage,USGS,MONROE CREEK AB SHEEP CREEK NR WEISER ID,16,ID,I,32,-116.931911,44.329008,-116.93216,44.329042,20.22,Y,3,0.555,0.191,1,19451001,19490205,1224,1184,0,0,0.1,0.1,0.3,0.4,0.4,0.8,1.9,2.4,4.5,5.8,7.1,13.5,32,68,130,6.185,13.461,1,17050124,17,1705,170501
NA,0,11/21/2006 0:00:00,17040215000032,NA,medium,0,0,"USGS, Water Resources Division",NA,13115500,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13115500,14.906161,0,StreamGage,USGS,MEDICINE LODGE CREEK NR ARGORA ID,16,ID,I,160,-112.568627,44.324494,-112.568588,44.32431,20.761,Y,4,0.881,0.036,1,19381109,19430930,1787,1787,9,12,18,20,21,22,24,27,31,35,38,41,45,54,63,76.12,166,33.795,14.857,1,17040215,17,1704,170402
NA,0,11/21/2006 0:00:00,17060201000443,NA,medium,0,0,"USGS, Water Resources Division",NA,13294600,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13294600,43.050413,0,StreamGage,USGS,VALLEY CREEK ABV DIVERSIONS NR STANLEY ID,16,ID,A,-999999,-115.066944,44.315833,-115.06668,44.315952,24.804,Y,0,0,0,0,20030501,20040930,336,336,11,11,12,13,13.4,14,15,18,25,34,46,54.75,61,73.3,119.35,235.15,267,39.952,40.511,1,17060201,17,1706,170602
NA,0,11/21/2006 0:00:00,17090003000217,NA,medium,0,0,"USGS, Water Resources Division",NA,14170000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14170000,89.870458,0,StreamGage,USGS,"LONG TOM RIVER AT MONROE, OR",41,OR,A,391,-123.296485,44.3129,-123.295959,44.312911,41.894,Y,80,0.411,0.09,1,19211001,20040930,29433,29431,0,14,24,32,44,54,67,120,214,375,676,859.5,1100,2300,3653,5340,16400,752.922,1240.054,1,17090003,17,1709,170900
NA,0,11/21/2006 0:00:00,17040217000074,NA,medium,0,0,"USGS, Water Resources Division",NA,13117300,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13117300,62.115353,0,StreamGage,USGS,SAWMILL CREEK NR GOLDBURG ID,16,ID,I,74.3,-113.339266,44.311219,-113.339088,44.311115,18.326,Y,13,0.764,0.081,1,19600801,19730930,4809,4809,7,9,13,14,16,16,17,19,22,26,32,38,52,125,220.5,394.9,590,49.844,74.864,1,17040217,17,1704,170402
NA,0,11/21/2006 0:00:00,17070305000048,NA,medium,0,0,"USGS, Water Resources Division",NA,14083000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=14083000,89.645249,0,StreamGage,USGS,"OCHOCO CR AB MILL CR NEAR PRINEVILLE, OREG.",41,OR,I,200,-120.645571,44.308185,-120.645645,44.308044,16.747,Y,9,0.636,0.086,1,19171001,19280930,3452,3114,0,0,0,0.4,1.3,2,2.99,6,13,21,36,48,61,123.7,180.35,308.29,530,39.956,65.201,1,17070305,17,1707,170703
NA,0,11/21/2006 0:00:00,17050124001208,NA,medium,0,0,"USGS, Water Resources Division",NA,13265000,http://waterdata.usgs.gov/nwis/nwisman/?site_no=13265000,67.656506,0,StreamGage,USGS,CRANE CREEK IRR DIST CANAL NR WEISER ID,16,ID,I,-999999,-116.747155,44.304691,-116.747286,44.30467,10.67,Y,3,0.833,0.089,1,19200623,19260904,1119,1064,0,0,0.4,9,18,23,26,34,38,45,49,51,54,62,67,70,76,36.903,19.272,1,17050124,17,1705,170501
